FID,feature_id,alt,ascendingI,BtmWdth,ChSlp,from_,gages,Kchan,lat,Length,link,lon,MusK,MusX,n,nCC,NHDWaterbo,order_,Qi,So,to,TopWdth,TopWdthCC
1973293,1973294,169.53,1587374,3.75479,0.519638,8780719,NaN,0,36.2602,1333,8780333,-79.0339,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780317,6.25799,18.774
1943179,1943180,169.53,841702,1.37452,0.809552,8780785,NaN,0,36.2589,1113,8780331,-79.0431,3600,0.2,0.06,0.12,-9999,1,0,0.001,8780333,2.29087,6.87262
1906707,1906708,203.85,1232768,1.69546,0.737968,0,NaN,0,36.2659,1412,8780329,-79.0642,3600,0.2,0.06,0.12,-9999,1,0,0.021,8780299,2.82577,8.47732
2002112,2002113,158.72,1234517,6.22444,0.415773,8780321,NaN,0,36.2624,878,8780327,-79.0126,3600,0.2,0.055,0.11,-9999,3,0,0.002,8780325,10.3741,31.1222
2003196,2003197,157.36,2174433,6.63998,0.404086,8780717,NaN,0,36.263,1346,8780325,-79.0054,3600,0.2,0.055,0.11,-9999,3,0,1.00E-05,8780309,11.0666,33.1999
1943178,1943179,172.31,884998,1.16606,0.870479,8780779,NaN,0,36.2623,131,8780323,-79.0304,3600,0.2,0.06,0.12,-9999,1,0,0.054,8780317,1.94344,5.83031
2000897,2000898,160.74,1346513,6.17842,0.417136,8780317,NaN,0,36.2632,1565,8780321,-79.0216,3600,0.2,0.055,0.11,-9999,3,0,1.00E-03,8780327,10.2974,30.8921
1943177,1943178,204.52,789371,1.412,0.800001,8780781,NaN,0,36.2639,1886,8780319,-79.0427,3600,0.2,0.06,0.12,-9999,1,0,0.022,8780313,2.35334,7.06002
1980224,1980225,165.25,883602,3.79934,0.516941,8780333,NaN,0,36.2638,222,8780317,-79.03,3600,0.2,0.06,0.12,-9999,2,0,0.02,8780321,6.33223,18.9967
1962678,1962679,184.11,795395,3.55273,0.532475,8780723,NaN,0,36.2692,2143,8780315,-79.0772,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780299,5.92121,17.7636
1999529,1999530,163.48,1618277,5.55328,0.437237,8780319,NaN,0,36.2669,628,8780313,-79.0316,3600,0.2,0.055,0.11,-9999,3,0,0.004,8780321,9.25546,27.7664
1906706,1906707,182.72,1232767,1.56303,0.764927,0,NaN,0,36.2719,1975,8780311,-79.0174,3600,0.2,0.06,0.12,-9999,1,0,0.013,8780327,2.60506,7.81517
2004203,2004204,156.73,1694823,7.21057,0.389653,8780325,NaN,0,36.2673,81,8780309,-79.0001,3600,0.2,0.055,0.11,-9999,3,0,0.009,8776927,12.0176,36.0528
1985135,1985136,158.55,1590297,4.27759,0.490596,8780297,NaN,0,36.2702,600,8780307,-79.001,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780309,7.12932,21.388
1943176,1943177,210.23,860168,3.14553,0.561855,8780783,NaN,0,36.2893,5935,8780305,-79.1042,3600,0.2,0.06,0.12,-9999,1,0,0.005,8780265,5.24254,15.7276
1997986,1997987,167.89,1266104,5.50272,0.439005,8780301,NaN,0,36.2709,2066,8780303,-79.0405,3600,0.2,0.055,0.11,-9999,3,0,0.002,8780313,9.1712,27.5136
1943175,1943176,190.2,789370,1.44028,0.793032,8780777,NaN,0,36.2716,893,8780301,-79.0454,3600,0.2,0.06,0.12,-9999,1,0,0.025,8780303,2.40047,7.20142
1973292,1973293,177.34,1587373,3.74085,0.520491,8780329,NaN,0,36.2736,646,8780299,-79.0641,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780289,6.23475,18.7043
1980223,1980224,160.85,885222,4.25145,0.491925,8780285,NaN,0,36.2738,927,8780297,-79.0041,3600,0.2,0.06,0.12,-9999,2,0,0.002,8780307,7.08575,21.2572
1906705,1906706,158.55,1232766,0.89579,0.977868,0,NaN,0,36.2728,71,8780295,-79.0001,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8780307,1.49298,4.47895
1996225,1996226,170.8,1674157,5.33404,0.445076,8780289,NaN,0,36.2771,976,8780293,-79.0469,3600,0.2,0.055,0.11,-9999,3,0,0.003,8780303,8.89007,26.6702
1943174,1943175,201.04,870235,1.47903,0.783799,8780775,NaN,0,36.2797,1553,8780291,-79.0699,3600,0.2,0.06,0.12,-9999,1,0,0.017,8780289,2.46505,7.39516
1980222,1980223,175.08,828045,3.94328,0.50853,8780299,NaN,0,36.2787,1328,8780289,-79.0574,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780293,6.57213,19.7164
1906704,1906705,192.83,1232765,2.27809,0.647802,0,NaN,0,36.2863,2856,8780287,-79.0868,3600,0.2,0.06,0.12,-9999,1,0,4.00E-03,8780271,3.79682,11.3905
1973291,1973292,164.85,1684625,3.92004,0.509857,8780275,NaN,0,36.2804,1871,8780285,-79.012,3600,0.2,0.06,0.12,-9999,2,0,0.002,8780297,6.5334,19.6002
1906703,1906704,174.2,1297779,2.33101,0.641272,0,NaN,0,36.2855,1890,8780283,-79.003,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780297,3.88502,11.6551
1994209,1994210,174.67,685412,4.42518,0.483309,8780279,NaN,0,36.2823,1412,8780281,-79.0522,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780293,7.3753,22.1259
1991800,1991801,177.75,635860,4.25128,0.491934,8780269,NaN,0,36.2907,1111,8780279,-79.0571,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780281,7.08546,21.2564
1906702,1906703,199.39,1281858,1.93009,0.696954,0,NaN,0,36.299,2931,8780277,-79.0519,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780281,3.21682,9.65046
1962677,1962678,181.55,795394,3.25886,0.553149,8780253,NaN,0,36.297,3768,8780275,-79.0244,3600,0.2,0.06,0.12,-9999,2,0,4.00E-03,8780285,5.43143,16.2943
1943173,1943174,172.14,789369,2.55639,0.615686,8780255,NaN,0,36.2944,1732,8780273,-79.0129,3600,0.2,0.06,0.12,-9999,1,0,4.00E-03,8780285,4.26065,12.782
1985134,1985135,180.79,1590296,3.75321,0.519734,8780287,NaN,0,36.2942,1344,8780271,-79.0698,3600,0.2,0.06,0.12,-9999,2,0,0.002,8780269,6.25535,18.7661
1988841,1988842,177.75,1684049,4.12234,0.498663,8780271,NaN,0,36.2944,330,8780269,-79.0619,3600,0.2,0.06,0.12,-9999,2,0,1.00E-05,8780279,6.87057,20.6117
1943172,1943173,177.75,789368,1.36278,0.812623,8780771,NaN,0,36.2988,1148,8780267,-79.0589,3600,0.2,0.06,0.12,-9999,1,0,0.001,8780279,2.2713,6.8139
1980221,1980222,181.95,843748,3.2763,0.551848,8780305,NaN,0,36.2953,329,8780265,-79.0774,3600,0.2,0.06,0.12,-9999,2,0,0.004,8780271,5.4605,16.3815
1906701,1906702,192.85,1265753,2.52598,0.618945,0,NaN,0,36.3048,3051,8780263,-79.0671,3600,0.2,0.06,0.12,-9999,1,0,0.005,8780269,4.20997,12.6299
1973290,1973291,185.71,1616393,1.45448,0.789608,8780735,NaN,0,36.297,293,8780261,-79.0794,3600,0.2,0.06,0.12,-9999,1,0,0.013,8780265,2.42414,7.27241
1943171,1943172,192.18,789367,1.37705,0.808897,8780773,NaN,0,36.3006,321,8780259,-79.0809,3600,0.2,0.06,0.12,-9999,1,0,0.019,8780735,2.29508,6.88525
1906700,1906701,184.19,1309361,2.25856,0.650267,0,NaN,0,36.3102,1868,8780255,-79.0159,3600,0.2,0.06,0.12,-9999,1,0,7.00E-03,8780273,3.76427,11.2928
1943170,1943171,203.43,852537,2.16549,0.662453,8780769,NaN,0,36.3149,2182,8780253,-79.0412,3600,0.2,0.06,0.12,-9999,1,0,0.01,8780275,3.60915,10.8274
1906699,1906700,202.45,1302534,1.72136,0.73305,0,NaN,0,36.3198,2556,8780251,-79.0336,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780275,2.86893,8.60679
1988840,1988841,173.15,1617657,4.85925,0.463763,8780247,NaN,0,36.3285,447,8780249,-79.0015,3600,0.2,0.055,0.11,-9999,3,0,0.002,8780849,8.09874,24.2962
1980220,1980221,180.24,877173,3.96742,0.507162,8780241,NaN,0,36.3348,2378,8780247,-79.0127,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780249,6.61236,19.8371
1985133,1985134,179.95,1590295,3.59902,0.529443,8780847,NaN,0,36.3377,2044,8780245,-79.007,3600,0.2,0.055,0.11,-9999,3,0,0.003,8780249,5.99837,17.9951
1943169,1943170,197.49,860167,2.39003,0.634238,8780843,NaN,0,36.3392,1762,8780243,-79.0359,3600,0.2,0.06,0.12,-9999,1,0,0.007,8780235,3.98338,11.9501
1973289,1973290,182.98,1639391,3.55024,0.53264,8780235,NaN,0,36.3426,791,8780241,-79.0249,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780247,5.91707,17.7512
1943168,1943169,193.05,841701,1.44351,0.792249,8780767,NaN,0,36.345,1016,8780239,-79.0212,3600,0.2,0.06,0.12,-9999,1,0,0.013,8780247,2.40586,7.21757
1943167,1943168,197.6,824616,1.59589,0.757938,8780841,NaN,0,36.3484,1378,8780237,-79.0347,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780235,2.65982,7.97947
1962676,1962677,184.81,826594,2.63366,0.60765,8780243,NaN,0,36.3449,284,8780235,-79.0283,3600,0.2,0.06,0.12,-9999,2,0,0.006,8780241,4.38943,13.1683
1906698,1906699,199.31,1265752,2.88123,0.584036,0,NaN,0,36.3617,4405,8780233,-79.0178,3600,0.2,0.06,0.12,-9999,1,0,0.004,8780241,4.80205,14.4061
1962675,1962676,195.82,795393,1.47507,0.784727,8776619,NaN,0,36.3806,57,8779005,-78.9381,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8776621,2.45845,7.37534
1999528,1999529,150.32,1701855,6.54128,0.406765,8780435,NaN,0,36.1556,23,8779003,-78.9996,3600,0.2,0.055,0.11,-9999,3,0,1.00E-05,8777305,10.9021,32.7064
1994208,1994209,101.45,587003,3.49458,0.536366,8778999,NaN,0,36.172,4,8779001,-78.8573,3600,0.2,0.055,0.11,8776313,3,0,1.00E-05,8778477,5.82431,17.4729
1991799,1991800,102.24,545051,3.49243,0.536512,8778987,NaN,0,36.1723,92,8778999,-78.8575,3600,0.2,0.055,0.11,8776313,3,0,0.009,8779001,5.82072,17.4622
1906697,1906698,158.22,1297778,1.10132,0.892696,0,NaN,0,36.2674,241,8778997,-78.8062,3600,0.2,0.06,0.12,-9999,1,0,0.001,8776907,1.83553,5.50659
1906696,1906697,216.85,1281857,0.580114,1.18448,0,NaN,0,36.3735,142,8778995,-78.9761,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8776625,0.966857,2.90057
1906695,1906696,214.18,1306320,0.636731,1.1368,0,NaN,0,36.3722,120,8778993,-78.961,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8776631,1.06122,3.18365
1906694,1906695,217.14,1321153,1.09348,0.895513,0,NaN,0,36.3749,204,8778991,-78.9743,3600,0.2,0.06,0.12,-9999,1,0,0.012,8776623,1.82247,5.4674
1906693,1906694,213.63,1281856,0.51352,1.24994,0,NaN,0,36.3894,133,8778989,-78.9345,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8776619,0.855867,2.5676
1988839,1988840,102.24,1617656,3.48961,0.536703,8778469,NaN,0,36.1728,13,8778987,-78.8577,3600,0.2,0.055,0.11,8776313,3,0,1.00E-05,8778999,5.81602,17.4481
1906692,1906693,154.02,1291329,2.41926,0.630845,0,NaN,0,36.1579,732,8778985,-78.9982,3600,0.2,0.06,0.12,-9999,1,0,0.006,8777305,4.0321,12.0963
1906690,1906691,101.48,1265751,0.734283,1.06751,0,NaN,0,36.0168,208,8778981,-78.8682,3600,0.2,0.06,0.12,-9999,1,0,5.00E-03,8778153,1.2238,3.67141
1906689,1906690,138.61,1281854,0.93694,0.958682,0,NaN,0,36.0331,196,8778979,-78.9627,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8778083,1.56157,4.6847
1906687,1906688,89.74,1265749,0.438263,1.34046,0,NaN,0,36.0222,146,8778975,-78.8572,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8778105,0.730438,2.19131
1906686,1906687,129.78,1334437,1.2855,0.833825,0,NaN,0,36.0379,264,8778973,-78.9493,3600,0.2,0.06,0.12,-9999,1,0,0.03,8778053,2.14249,6.42748
1906685,1906686,109.17,1232764,1.0101,0.927404,0,NaN,0,36.0219,177,8778971,-78.8365,3600,0.2,0.06,0.12,-9999,1,0,0.024,8778117,1.6835,5.0505
1906684,1906685,142.8,1232763,1.17779,0.866644,0,NaN,0,36.0409,396,8778969,-78.9653,3600,0.2,0.06,0.12,-9999,1,0,0.008,8778011,1.96299,5.88896
1906683,1906684,130.46,1232762,0.940126,0.957247,0,NaN,0,36.0433,237,8778967,-78.9472,3600,0.2,0.06,0.12,-9999,1,0,0.021,8778031,1.56688,4.70063
1906682,1906683,108.75,1232761,0.76547,1.0481,0,NaN,0,36.0343,138,8778965,-78.8401,3600,0.2,0.06,0.12,-9999,1,0,0.08,8778049,1.27578,3.82735
1906681,1906682,98.43,1232760,0.914027,0.969211,0,NaN,0,36.0406,120,8778963,-78.8723,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8778025,1.52338,4.57013
1906679,1906680,100.69,1291328,0.966898,0.945462,0,NaN,0,36.0476,258,8778959,-78.9265,3600,0.2,0.06,0.12,-9999,1,0,0.001,8777961,1.6115,4.83449
1906678,1906679,110.09,1232759,0.600991,1.16614,0,NaN,0,36.0371,151,8778957,-78.8441,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8778041,1.00165,3.00496
1906677,1906678,110.85,1281853,0.662746,1.11689,0,NaN,0,36.0454,107,8778955,-78.8958,3600,0.2,0.06,0.12,-9999,1,0,0.052,8777991,1.10458,3.31373
1906676,1906677,100.32,1232758,1.21039,0.856267,0,NaN,0,36.0317,446,8778953,-78.7953,3600,0.2,0.06,0.12,-9999,1,0,0.005,8778055,2.01732,6.05197
1906674,1906675,100.19,1232756,0.675043,1.10787,0,NaN,0,36.0382,152,8778949,-78.8258,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8778033,1.12507,3.37521
1906673,1906674,98.98,1327374,0.696519,1.09267,0,NaN,0,36.0403,172,8778947,-78.8293,3600,0.2,0.06,0.12,-9999,1,0,0.155,8778001,1.16087,3.4826
1906672,1906673,95.04,1232755,0.856981,0.997163,0,NaN,0,36.0481,128,8778945,-78.8589,3600,0.2,0.06,0.12,-9999,1,0,6.00E-03,8777963,1.4283,4.2849
1906671,1906672,109.83,1232754,1.464,0.787339,0,NaN,0,36.0673,172,8778943,-78.9828,3600,0.2,0.06,0.12,-9999,1,0,0.001,8777881,2.44,7.32
1906669,1906670,96.34,1232752,0.600992,1.16614,0,NaN,0,36.0474,163,8778939,-78.8009,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777997,1.00165,3.00496
1906665,1906666,85.14,1291327,0.673024,1.10934,0,NaN,0,36.0705,176,8778929,-78.8891,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777835,1.12171,3.36512
1906664,1906665,101.11,1265747,0.683004,1.10216,0,NaN,0,36.0635,127,8778927,-78.848,3600,0.2,0.06,0.12,-9999,1,0,0.032,8777875,1.13834,3.41502
1906663,1906664,77.79,1232751,1.14623,0.877093,0,NaN,0,36.0591,244,8778925,-78.8094,3600,0.2,0.06,0.12,166737717,1,0,0.006,8777885,1.91038,5.73113
1906654,1906655,90.65,1317368,1.03263,0.918423,0,NaN,0,36.0732,216,8778907,-78.8276,3600,0.2,0.06,0.12,-9999,1,0,0.022,8777777,1.72105,5.16314
1906653,1906654,119.37,1232748,1.42203,0.797508,0,NaN,0,36.0872,289,8778905,-78.9075,3600,0.2,0.06,0.12,-9999,1,0,0.006,8777769,2.37004,7.11013
1906652,1906653,103.28,1265743,0.868238,0.991438,0,NaN,0,36.0839,146,8778903,-78.8779,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777741,1.44706,4.34119
1906651,1906652,167.21,1232747,1.464,0.787339,0,NaN,0,36.0981,137,8778901,-78.9764,3600,0.2,0.06,0.12,-9999,1,0,0.001,8777617,2.44,7.32
1906650,1906651,159.29,1291325,1.18863,0.863149,0,NaN,0,36.0974,221,8778899,-78.9538,3600,0.2,0.06,0.12,-9999,1,0,0.009,8777725,1.98105,5.94315
1906647,1906648,169.79,1232746,1.01923,0.923731,0,NaN,0,36.1001,145,8778893,-78.9591,3600,0.2,0.06,0.12,-9999,1,0,0.117,8777707,1.69871,5.09614
1906646,1906647,81.03,1265741,0.503044,1.26136,0,NaN,0,36.0775,11,8778891,-78.7742,3600,0.2,0.06,0.12,166737717,1,0,1.00E-05,933020126,0.838406,2.51522
1906645,1906646,131.57,1281849,0.45617,1.31698,0,NaN,0,36.0933,114,8778889,-78.9007,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777639,0.760283,2.28085
1906644,1906645,104.88,1302532,0.977803,0.940796,0,NaN,0,36.0891,321,8778887,-78.8706,3600,0.2,0.06,0.12,-9999,1,0,0.041,8777657,1.62967,4.88902
1906642,1906643,106.01,1291324,1.27328,0.837346,0,NaN,0,36.0921,346,8778883,-78.8883,3600,0.2,0.06,0.12,-9999,1,0,0.017,8777643,2.12213,6.36638
1906641,1906642,77.84,1232745,1.56343,0.764842,0,NaN,0,36.0818,331,8778881,-78.8147,3600,0.2,0.06,0.12,-9999,1,0,0.005,8777713,2.60571,7.81714
1906640,1906641,130.75,1232744,1.31648,0.82511,0,NaN,0,36.1001,205,8778879,-78.9197,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777655,2.19413,6.5824
1906639,1906640,86.75,1265740,0.908404,0.971854,0,NaN,0,36.0903,196,8778877,-78.8396,3600,0.2,0.06,0.12,-9999,1,0,0.002,8777701,1.51401,4.54202
1906638,1906639,179.82,1291323,1.07665,0.901661,0,NaN,0,36.1083,126,8778875,-78.9717,3600,0.2,0.06,0.12,-9999,1,0,0.079,8777553,1.79442,5.38327
1906635,1906636,93.74,1232742,0.794368,1.0311,0,NaN,0,36.0781,235,8778869,-78.7366,3600,0.2,0.06,0.12,-9999,1,0,0.004,8777737,1.32395,3.97184
1906634,1906635,82.69,1281848,0.582803,1.18206,0,NaN,0,36.0811,184,8778867,-78.7461,3600,0.2,0.06,0.12,-9999,1,0,0.064,8777719,0.971339,2.91402
1906633,1906634,76.3,1313965,0.932659,0.960621,0,NaN,0,36.0873,233,8778865,-78.7649,3600,0.2,0.06,0.12,-9999,1,0,0.001,8777671,1.55443,4.66329
1906630,1906631,90.78,1334212,0.632189,1.1404,0,NaN,0,36.0909,122,8778859,-78.7718,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777641,1.05365,3.16095
1906625,1906626,168.09,1232740,0.622911,1.14786,0,NaN,0,36.1208,130,8778849,-78.9316,3600,0.2,0.06,0.12,-9999,1,0,0.038,8777475,1.03819,3.11456
1906623,1906624,129.86,1232739,0.747723,1.059,0,NaN,0,36.1177,131,8778845,-78.8954,3600,0.2,0.06,0.12,-9999,1,0,0.048,8777509,1.2462,3.73861
1906622,1906623,89.08,1232738,0.779418,1.03978,0,NaN,0,36.0968,165,8778843,-78.7503,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777599,1.29903,3.89709
1906620,1906621,134.06,1281845,0.716781,1.07893,0,NaN,0,36.1208,143,8778839,-78.8969,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777479,1.19464,3.58391
1906619,1906620,131.63,1232736,0.716782,1.07893,0,NaN,0,36.1212,138,8778837,-78.8947,3600,0.2,0.06,0.12,-9999,1,0,0.024,8777477,1.19464,3.58391
1906618,1906619,129.75,1232735,1.11895,0.886463,0,NaN,0,36.1246,219,8778835,-78.9104,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777455,1.86491,5.59474
1906616,1906617,142.85,1265737,0.516922,1.24631,0,NaN,0,36.1294,167,8778831,-78.9167,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777427,0.861536,2.58461
1906615,1906616,135.15,1333204,1.14767,0.876608,0,NaN,0,36.1359,192,8778829,-78.9409,3600,0.2,0.06,0.12,-9999,1,0,7.40E-02,8777379,1.91278,5.73833
1906612,1906613,148.91,1232734,0.627583,1.14408,0,NaN,0,36.1454,137,8778823,-78.9512,3600,0.2,0.06,0.12,-9999,1,0,3.10E-02,8777341,1.04597,3.13792
1906607,1906608,89.7,1232732,1.1257,0.884113,0,NaN,0,36.1387,252,8778813,-78.8192,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777437,1.87617,5.62851
1906606,1906607,105.57,1265735,0.994206,0.933916,0,NaN,0,36.1342,150,8778811,-78.7663,3600,0.2,0.06,0.12,-9999,1,0,0.086,8777483,1.65701,4.97103
1906601,1906602,115.94,1265734,1.01741,0.924456,0,NaN,0,36.147,204,8778801,-78.8192,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777371,1.69569,5.08707
1906598,1906599,126.9,1265733,0.878012,0.986554,0,NaN,0,36.1607,126,8778795,-78.9077,3600,0.2,0.06,0.12,-9999,1,0,2.54E-01,8777277,1.46335,4.39006
1906594,1906595,135.59,1332344,0.707711,1.08501,0,NaN,0,36.1586,186,8778787,-78.8687,3600,0.2,0.06,0.12,-9999,1,0,1.20E-02,8777285,1.17952,3.53855
1906586,1906587,149.52,1297776,0.983653,0.938323,0,NaN,0,36.1954,249,8778771,-78.9179,3600,0.2,0.06,0.12,-9999,1,0,0.029,8777181,1.63942,4.91827
1906585,1906586,152.4,1332033,0.848022,1.0018,0,NaN,0,36.1948,169,8778769,-78.9114,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777175,1.41337,4.24011
1906583,1906584,149.86,1331712,0.629894,1.14223,0,NaN,0,36.1935,141,8778765,-78.8668,3600,0.2,0.06,0.12,-9999,1,0,1.06E-01,8777183,1.04982,3.14947
1906582,1906583,160.94,1232723,1.00268,0.930425,0,NaN,0,36.1969,345,8778763,-78.9001,3600,0.2,0.06,0.12,-9999,1,0,0.056,8777165,1.67114,5.01341
1906581,1906582,165.97,1291320,1.4033,0.802186,0,NaN,0,36.2041,148,8778761,-78.9421,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777133,2.33884,7.01651
1906578,1906579,121.59,1232721,1.464,0.787339,0,NaN,0,36.1837,137,8778755,-78.7591,3600,0.2,0.06,0.12,-9999,1,0,0.001,8777205,2.44,7.32
1906577,1906578,131.98,1265729,0.627584,1.14408,0,NaN,0,36.1824,146,8778753,-78.752,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777203,1.04597,3.13792
1906576,1906577,196.25,1232720,0.964889,0.94633,0,NaN,0,36.2169,282,8778751,-78.9806,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777115,1.60815,4.82445
1906575,1906576,140.77,1265728,0.615772,1.15371,0,NaN,0,36.1982,177,8778749,-78.8332,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777157,1.02629,3.07886
1906574,1906575,170.75,1302530,1.04051,0.915348,0,NaN,0,36.2129,237,8778747,-78.9343,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777089,1.73418,5.20254
1906573,1906574,198.05,1306318,0.595905,1.17053,0,NaN,0,36.2197,117,8778745,-78.9694,3600,0.2,0.06,0.12,-9999,1,0,0.168,8777093,0.993175,2.97952
1906572,1906573,150.53,1232719,1.33762,0.819331,0,NaN,0,36.21,383,8778743,-78.908,3600,0.2,0.06,0.12,-9999,1,0,0.007,8777097,2.22937,6.6881
1906571,1906572,172.09,1265727,0.732569,1.06861,0,NaN,0,36.218,123,8778741,-78.9469,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777127,1.22095,3.66285
1906570,1906571,171.11,1331374,0.45617,1.31698,0,NaN,0,36.2185,89,8778739,-78.9437,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777061,0.760283,2.28085
1906568,1906569,146.23,1309360,0.423837,1.3604,0,NaN,0,36.2164,172,8778735,-78.9053,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777077,0.706396,2.11919
1906567,1906568,146.88,1306317,0.433558,1.34686,0,NaN,0,36.2171,158,8778733,-78.9072,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777067,0.722596,2.16779
1906565,1906566,164.25,1331021,0.932659,0.960621,0,NaN,0,36.2252,204,8778729,-78.9511,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777091,1.55443,4.6633
1906564,1906565,152.66,1232716,0.590732,1.17504,0,NaN,0,36.209,161,8778727,-78.8423,3600,0.2,0.06,0.12,-9999,1,0,5.00E-03,8777103,0.984553,2.95366
1906563,1906564,149.56,1281842,0.632189,1.1404,0,NaN,0,36.2196,152,8778725,-78.9079,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777059,1.05365,3.16095
1906562,1906563,149.47,1232715,0.884015,0.983593,0,NaN,0,36.2089,125,8778723,-78.8379,3600,0.2,0.06,0.12,-9999,1,0,0.052,8777119,1.47336,4.42008
1906561,1906562,147.62,1265726,1.07257,0.903174,0,NaN,0,36.2108,247,8778721,-78.8322,3600,0.2,0.06,0.12,-9999,1,0,2.20E-02,8777117,1.78762,5.36285
1906560,1906561,140.46,1330651,0.700288,1.09007,0,NaN,0,36.1982,201,8778719,-78.7462,3600,0.2,0.06,0.12,-9999,1,0,0.029,8778361,1.16715,3.50144
1906558,1906559,136.64,1330261,0.41881,1.36758,0,NaN,0,36.2011,171,8778715,-78.7479,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8778355,0.698017,2.09405
1906557,1906558,130.46,1291319,0.822731,1.01527,0,NaN,0,36.2039,200,8778713,-78.7652,3600,0.2,0.06,0.12,-9999,1,0,0.027,8777123,1.37122,4.11365
1906556,1906557,153.48,1265725,1.12346,0.884891,0,NaN,0,36.2172,205,8778711,-78.8402,3600,0.2,0.06,0.12,-9999,1,0,3.40E-02,8777095,1.87243,5.6173
1906555,1906556,180.37,1232713,0.593329,1.17277,0,NaN,0,36.236,153,8778709,-78.9549,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8778341,0.988882,2.96665
1906553,1906554,134.97,1265723,0.969896,0.944172,0,NaN,0,36.2147,302,8778705,-78.7753,3600,0.2,0.06,0.12,-9999,1,0,0.015,8777083,1.61649,4.84948
1906551,1906552,161.03,1232711,0.93694,0.958682,0,NaN,0,36.2357,251,8778701,-78.9307,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777003,1.56157,4.6847
1906549,1906550,169.66,1329842,0.846727,1.00247,0,NaN,0,36.2275,119,8778697,-78.8414,3600,0.2,0.06,0.12,-9999,1,0,0.32,8777053,1.41121,4.23364
1906548,1906549,172.87,1232710,0.51352,1.24994,0,NaN,0,36.2461,119,8778695,-78.9559,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8776987,0.855867,2.5676
1906547,1906548,146.5,1232709,1.464,0.787339,0,NaN,0,36.2292,124,8778693,-78.8193,3600,0.2,0.06,0.12,-9999,1,0,1.00E-03,8777031,2.44,7.32
1906546,1906547,127.66,1329403,1.464,0.787339,0,NaN,0,36.2281,147,8778691,-78.7934,3600,0.2,0.06,0.12,-9999,1,0,0.001,8777027,2.44,7.32
1906545,1906546,150.05,1232708,0.65643,1.12162,0,NaN,0,36.231,192,8778689,-78.776,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8777041,1.09405,3.28215
1906544,1906545,168.13,1328941,0.57466,1.18942,0,NaN,0,36.2658,116,8778687,-78.9778,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8776943,0.957767,2.8733
