FID,feature_id,alt,ascendingI,BtmWdth,ChSlp,from_,gages,Kchan,lat,Length,link,lon,MusK,MusX,n,nCC,NHDWaterbo,order_,Qi,So,to,TopWdth,TopWdthCC
1973303,1973304,193.36,1684906,2.80287,0.591184,8780637,NaN,0,36.0541,3645,8780629,-79.1402,3600,0.2,0.06,0.12,-9999,2,0,0.01,8780579,4.67145,14.0143
1906754,1906755,201.91,1232779,1.67467,0.741998,0,NaN,0,36.0471,1118,8780627,-79.2126,3600,0.2,0.06,0.12,-9999,1,0,1.00E-02,8780609,2.79111,8.37333
1962691,1962692,180.22,860745,3.48338,0.537126,8780659,NaN,0,36.0586,4315,8780625,-79.089,3600,0.2,0.06,0.12,-9999,2,0,8.00E-03,8780561,5.80563,17.4169
1906753,1906754,184.52,1281864,2.45524,0.62675,0,NaN,0,36.0509,2578,8780623,-79.161,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780597,4.09206,12.2762
1943215,1943216,167.46,865866,2.27733,0.647897,8780605,NaN,0,36.0484,2193,8780621,-79.0323,3600,0.2,0.06,0.12,-9999,1,0,0.017,8780619,3.79556,11.3867
1980231,1980232,129.76,799783,4.26149,0.491413,8780647,NaN,0,36.045,814,8780619,-79.0189,3600,0.2,0.06,0.12,-9999,2,0,4.00E-03,8780765,7.10249,21.3075
1906752,1906753,197.97,1281863,2.3261,0.64187,0,NaN,0,36.0571,2706,8780617,-79.1322,3600,0.2,0.06,0.12,-9999,1,0,1.70E-02,8780581,3.87683,11.6305
1906751,1906752,196.83,1232778,1.75096,0.727557,0,NaN,0,36.0557,2469,8780615,-79.173,3600,0.2,0.06,0.12,-9999,1,0,0.011,8780595,2.91826,8.75479
1943214,1943215,126.36,789389,1.17711,0.866866,8780823,NaN,0,36.0454,190,8780613,-79.0063,3600,0.2,0.06,0.12,-9999,1,0,0.026,8780611,1.96185,5.88554
2013184,2013185,121.44,1327403,10.1313,0.335366,8780733,NaN,0,36.0481,838,8780611,-79.003,3600,0.2,0.055,0.11,-9999,4,0,5.00E-03,8778013,16.8854,50.6563
1943213,1943214,191.76,841704,2.22407,0.654697,8780627,NaN,0,36.0516,1709,8780609,-79.1983,3600,0.2,0.06,0.12,-9999,1,0,0.005,8780603,3.70679,11.1204
1988847,1988848,125.66,1673243,4.28852,0.490044,8780765,NaN,0,36.0488,152,8780607,-79.0127,3600,0.2,0.06,0.12,-9999,2,0,0.006,8780733,7.14753,21.4426
1906750,1906751,190.32,1232777,1.77346,0.723469,0,NaN,0,36.0528,966,8780605,-79.0471,3600,0.2,0.06,0.12,-9999,1,0,2.80E-02,8780621,2.95577,8.86732
1962690,1962691,182.92,795402,2.97794,0.575591,8780631,NaN,0,36.0583,863,8780603,-79.1871,3600,0.2,0.06,0.12,-9999,2,0,5.00E-03,8780589,4.96324,14.8897
1906749,1906750,171.57,1265761,1.73015,0.731405,0,NaN,0,36.0548,2205,8780601,-79.0235,3600,0.2,0.06,0.12,-9999,1,0,0.023,8780731,2.88358,8.65073
1906748,1906749,214.21,1281862,2.02861,0.681813,0,NaN,0,36.0597,3010,8780599,-79.2116,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780591,3.38102,10.1431
1962689,1962690,165.1,860744,3.0737,0.567609,8780643,NaN,0,36.0595,54,8780597,-79.1525,3600,0.2,0.06,0.12,-9999,2,0,0.055,8780593,5.12284,15.3685
1980230,1980231,170.54,866572,4.45662,0.481802,8780615,NaN,0,36.0657,2115,8780595,-79.1574,3600,0.2,0.055,0.11,-9999,3,0,0.004,8780593,7.4277,22.2831
1985141,1985142,162.14,1645938,4.99086,0.458328,8780597,NaN,0,36.0642,2190,8780593,-79.1463,3600,0.2,0.055,0.11,-9999,3,0,0.002,8780579,8.31809,24.9543
1943212,1943213,190.25,873817,3.16851,0.560053,8780599,NaN,0,36.0635,1309,8780591,-79.1904,3600,0.2,0.06,0.12,-9999,2,0,0.009,8780589,5.28084,15.8425
1973302,1973303,178.46,1587378,4.20289,0.494424,8780603,NaN,0,36.0651,2090,8780589,-79.1742,3600,0.2,0.055,0.11,-9999,3,0,4.00E-03,8780595,7.00482,21.0145
1906747,1906748,202.23,1232776,2.59529,0.611597,0,NaN,0,36.0714,2586,8780587,-79.203,3600,0.2,0.06,0.12,-9999,1,0,0.005,8780591,4.32548,12.9764
1906746,1906747,190.73,1336308,1.68598,0.739797,0,NaN,0,36.0606,2269,8780585,-79.0222,3600,0.2,0.06,0.12,-9999,1,0,0.031,8780729,2.80996,8.42989
2011811,2011812,124.71,1700069,9.76241,0.340899,8780727,NaN,0,36.0648,394,8780583,-79.0127,3600,0.2,0.055,0.11,-9999,4,0,1.00E-05,8780729,16.2707,48.8121
2007390,2007391,153.67,1631862,8.25901,0.367001,8780617,NaN,0,36.0674,1534,8780581,-79.1178,3600,0.2,0.055,0.11,-9999,4,0,0.001,8780571,13.765,41.295
1988846,1988847,157.82,1646011,5.30424,0.446178,8780629,NaN,0,36.0695,1109,8780579,-79.1366,3600,0.2,0.055,0.11,-9999,3,0,0.001,8780577,8.8404,26.5212
2006700,2006701,157.15,1593652,8.16834,0.368793,8780579,NaN,0,36.0692,1071,8780577,-79.1291,3600,0.2,0.055,0.11,-9999,4,0,0.003,8780581,13.6139,40.8417
1943211,1943212,139.64,789388,2.18563,0.659753,8777807,NaN,0,36.0708,1475,8780575,-79.0067,3600,0.2,0.06,0.12,-9999,1,0,1.00E-02,8780583,3.64272,10.9282
1943210,1943211,183,860169,2.10166,0.671255,8780819,NaN,0,36.0769,2175,8780573,-79.1148,3600,0.2,0.06,0.12,-9999,1,0,0.014,8780571,3.50277,10.5083
2008035,2008036,152.85,1646352,8.47826,0.362783,8780581,2085000,0,36.0709,5358,8780571,-79.0886,3600,0.2,0.055,0.11,-9999,4,0,0.001,8780561,14.1304,42.3913
2005930,2005931,159.46,1650888,7.26977,0.38825,8780725,NaN,0,36.0745,1522,8780569,-79.1367,3600,0.2,0.055,0.11,-9999,3,0,0.002,8780577,12.1163,36.3488
1906745,1906746,180.69,1265760,2.64422,0.606578,0,NaN,0,36.0795,3367,8780567,-79.0535,3600,0.2,0.06,0.12,-9999,1,0,1.30E-02,8780531,4.40703,13.2211
1906744,1906745,199.26,1232775,1.85753,0.708837,0,NaN,0,36.0707,2719,8780565,-79.029,3600,0.2,0.06,0.12,-9999,1,0,2.80E-02,8780727,3.09588,9.28765
1906743,1906744,202.76,1281861,1.67225,0.742471,0,NaN,0,36.0774,1839,8780563,-79.0401,3600,0.2,0.06,0.12,-9999,1,0,0.038,8780547,2.78708,8.36123
2008629,2008630,147.79,1618944,8.73244,0.358086,8780625,NaN,0,36.0775,2515,8780561,-79.0699,3600,0.2,0.055,0.11,-9999,4,0,0.001,8780533,14.5541,43.6622
2011047,2011048,128.18,1317440,9.69163,0.341995,8780547,NaN,0,36.0772,2190,8780559,-79.0095,3600,0.2,0.055,0.11,-9999,4,0,1.00E-05,8780727,16.1527,48.4581
1973301,1973302,167.02,1587377,1.39695,0.803792,8780763,NaN,0,36.0794,263,8780557,-79.1385,3600,0.2,0.06,0.12,-9999,1,0,0.029,8780569,2.32825,6.98476
1906742,1906743,197.12,1336147,1.31648,0.82511,0,NaN,0,36.0848,1362,8780555,-79.1308,3600,0.2,0.06,0.12,-9999,1,0,0.022,8780761,2.19413,6.5824
2004204,2004205,161.17,1698157,7.18163,0.390345,8780759,NaN,0,36.0838,177,8780553,-79.1407,3600,0.2,0.055,0.11,-9999,3,0,0.001,8780725,11.9694,35.9082
1906741,1906742,194.13,1265759,1.68904,0.739206,0,NaN,0,36.0898,2006,8780551,-79.1331,3600,0.2,0.06,0.12,-9999,1,0,0.018,8780725,2.81506,8.44519
1943209,1943210,196.51,873816,3.19737,0.557817,8780523,NaN,0,36.0898,3644,8780549,-79.1862,3600,0.2,0.06,0.12,-9999,1,0,0.005,8780543,5.32896,15.9869
2010628,2010629,138.58,1235501,9.35367,0.347392,8780563,NaN,0,36.0822,3182,8780547,-79.0227,3600,0.2,0.055,0.11,-9999,4,0,0.003,8780559,15.5894,46.7683
1943208,1943209,189.86,789387,0.983653,0.938323,8780821,NaN,0,36.0868,471,8780545,-79.1726,3600,0.2,0.06,0.12,-9999,1,0,0.022,8780543,1.63942,4.91827
1962688,1962689,179.52,853332,3.24812,0.553955,8780549,NaN,0,36.087,341,8780543,-79.1692,3600,0.2,0.06,0.12,-9999,2,0,1.00E-05,8780537,5.41353,16.2406
1973300,1973301,140.39,1587376,4.30619,0.489156,8780491,NaN,0,36.098,3379,8780541,-79.0056,3600,0.2,0.06,0.12,-9999,2,0,0.004,8780559,7.17698,21.5309
2009702,2009703,145.07,1235163,9.1886,0.350132,8780533,NaN,0,36.0854,1373,8780539,-79.0491,3600,0.2,0.055,0.11,-9999,4,0,0.004,8780531,15.3143,45.943
1973299,1973300,179.35,1630549,3.59949,0.529412,8780543,NaN,0,36.088,2076,8780537,-79.1572,3600,0.2,0.06,0.12,-9999,2,0,0.006,8780757,5.99915,17.9975
1980229,1980230,157.87,861142,4.26498,0.491236,8780521,NaN,0,36.0893,2166,8780535,-79.072,3600,0.2,0.055,0.11,-9999,3,0,0.006,8780533,7.1083,21.3249
2009195,2009196,145.57,1234949,9.08466,0.351894,8780561,NaN,0,36.0858,657,8780533,-79.0586,3600,0.2,0.055,0.11,-9999,4,0,0.001,8780539,15.1411,45.4233
2010181,2010182,139.46,1235365,9.2741,0.348704,8780567,NaN,0,36.0877,825,8780531,-79.0405,3600,0.2,0.055,0.11,-9999,4,0,0.001,8780547,15.4568,46.3705
1943207,1943208,204.51,789386,1.58866,0.759458,8780817,NaN,0,36.0958,1887,8780529,-79.1688,3600,0.2,0.06,0.12,-9999,1,0,0.013,8780537,2.64777,7.94332
1906740,1906741,166.75,1335980,2.77207,0.594073,0,NaN,0,36.098,2994,8780527,-79.0594,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780539,4.62011,13.8603
1943206,1943207,183.29,789385,2.04864,0.678865,8780815,NaN,0,36.0984,1246,8780525,-79.1377,3600,0.2,0.06,0.12,-9999,1,0,0.015,8780751,3.41439,10.2432
1906739,1906740,201.71,1309362,1.86204,0.70808,0,NaN,0,36.1022,1336,8780523,-79.2065,3600,0.2,0.06,0.12,-9999,1,0,0.004,8780549,3.10339,9.31018
1973298,1973299,159.84,1650426,3.81755,0.515852,8780513,NaN,0,36.0993,837,8780521,-79.0795,3600,0.2,0.055,0.11,-9999,3,0,2.00E-03,8780535,6.36258,19.0877
1906738,1906739,173.93,1265758,2.23929,0.652731,0,NaN,0,36.1063,2193,8780519,-79.074,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780535,3.73215,11.1964
1999530,1999531,166.14,1701882,6.6885,0.40279,8780509,NaN,0,36.1001,545,8780517,-79.1422,3600,0.2,0.055,0.11,-9999,3,0,0.003,8780753,11.1475,33.4425
1906737,1906738,166.28,1306321,2.36008,0.637776,0,NaN,0,36.1038,2054,8780515,-79.0326,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780491,3.93346,11.8004
1962687,1962688,166.19,795401,3.33094,0.547836,8780505,NaN,0,36.0995,1042,8780513,-79.0873,3600,0.2,0.06,0.12,-9999,2,0,0.006,8780521,5.55156,16.6547
1962686,1962687,166.93,795400,2.56637,0.614628,8780497,NaN,0,36.1035,828,8780511,-79.0831,3600,0.2,0.06,0.12,-9999,2,0,0.009,8780521,4.27729,12.8319
1997988,1997989,168.64,1233490,6.55368,0.406425,8780501,NaN,0,36.1048,653,8780509,-79.1453,3600,0.2,0.055,0.11,-9999,3,0,0.004,8780517,10.9228,32.7684
1943205,1943206,190.15,789384,2.49436,0.622394,8780479,NaN,0,36.1127,2543,8780507,-79.1425,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780517,4.15727,12.4718
1943204,1943205,181.35,789383,2.88327,0.583853,8780489,NaN,0,36.1055,1776,8780505,-79.1002,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780513,4.80546,14.4164
1906736,1906737,191.39,1335812,1.78938,0.720623,0,NaN,0,36.1128,2371,8780503,-79.0931,3600,0.2,0.06,0.12,-9999,1,0,0.011,8780513,2.9823,8.9469
1906735,1906736,194.71,1297782,2.95026,0.577967,0,NaN,0,36.1084,4106,8780501,-79.1669,3600,0.2,0.06,0.12,-9999,1,0,0.007,8780509,4.9171,14.7513
1996227,1996228,172.99,1631479,6.31535,0.413122,8780483,NaN,0,36.1135,2231,8780499,-79.1499,3600,0.2,0.055,0.11,-9999,3,0,0.002,8780509,10.5256,31.5767
1943203,1943204,184.27,881476,2.43304,0.629266,8780477,NaN,0,36.1145,2429,8780497,-79.0845,3600,0.2,0.06,0.12,-9999,1,0,0.007,8780511,4.05507,12.1652
1943202,1943203,170.93,870237,1.04484,0.913673,8780813,NaN,0,36.1073,75,8780495,-79.083,3600,0.2,0.06,0.12,-9999,1,0,0.053,8780511,1.7414,5.22419
1943201,1943202,161.56,789382,2.50657,0.621055,8780485,NaN,0,36.1156,1952,8780493,-79.0244,3600,0.2,0.06,0.12,-9999,1,0,0.006,8780491,4.17761,12.5328
1962685,1962686,148.9,795399,3.27386,0.552029,8780515,NaN,0,36.1106,1748,8780491,-79.0144,3600,0.2,0.06,0.12,-9999,2,0,0.005,8780541,5.45643,16.3693
1906734,1906735,200.26,1302535,2.54817,0.616561,0,NaN,0,36.1167,2265,8780489,-79.1123,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780505,4.24694,12.7408
1943200,1943201,162.26,883356,2.38396,0.63495,8780469,NaN,0,36.1205,2260,8780487,-79.0045,3600,0.2,0.06,0.12,-9999,1,0,0.01,8780541,3.97326,11.9198
1906733,1906734,184.15,1291334,1.92088,0.698426,0,NaN,0,36.1229,1843,8780485,-79.0334,3600,0.2,0.06,0.12,-9999,1,0,0.013,8780493,3.20147,9.60441
1906732,1906733,202.46,1321154,1.64803,0.747265,0,NaN,0,36.1233,2005,8780483,-79.1642,3600,0.2,0.06,0.12,-9999,1,0,0.016,8780499,2.74672,8.24015
1994211,1994212,172.99,587004,6.19715,0.41658,8780475,NaN,0,36.1253,960,8780481,-79.1557,3600,0.2,0.055,0.11,-9999,3,0,1.00E-05,8780499,10.3286,30.9857
1906731,1906732,203.94,1335638,1.91265,0.699751,0,NaN,0,36.1281,1714,8780479,-79.1293,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780507,3.18775,9.56325
1906730,1906731,200.1,1335457,1.821,0.715076,0,NaN,0,36.1294,1410,8780477,-79.0925,3600,0.2,0.06,0.12,-9999,1,0,0.013,8780497,3.035,9.10499
1991802,1991803,173.88,586659,5.01691,0.457276,8780471,NaN,0,36.1285,503,8780475,-79.1606,3600,0.2,0.06,0.12,-9999,2,0,0.002,8780481,8.36152,25.0845
1988845,1988846,177.5,1646010,4.7449,0.468661,8780451,NaN,0,36.1349,2032,8780473,-79.1576,3600,0.2,0.055,0.11,-9999,3,0,0.002,8780481,7.90816,23.7245
1943199,1943200,196.67,789381,2.88267,0.583907,8780463,NaN,0,36.1311,3965,8780471,-79.1783,3600,0.2,0.06,0.12,-9999,1,0,0.006,8780475,4.80445,14.4134
1906729,1906730,179.16,1291333,1.34979,0.816064,0,NaN,0,36.1277,1098,8780469,-79.012,3600,0.2,0.06,0.12,-9999,1,0,1.80E-02,8780487,2.24965,6.74895
1988844,1988845,180.04,1646009,4.64383,0.473134,8780455,NaN,0,36.1373,2209,8780467,-79.1647,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780475,7.73972,23.2192
1943198,1943199,197.41,824617,3.6909,0.523587,8780811,NaN,0,36.1375,7535,8780465,-79.0795,3600,0.2,0.06,0.12,-9999,1,0,0.004,8780459,6.1515,18.4545
1906728,1906729,206.64,1281860,1.8283,0.713814,0,NaN,0,36.1358,1392,8780463,-79.2015,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780471,3.04717,9.14151
1962684,1962685,170.95,795398,0.718569,1.07775,0,NaN,0,36.1307,383,8780461,-79.0448,3600,0.2,0.06,0.12,-9999,1,0,0.001,8780457,1.19762,3.59285
1962683,1962684,170.95,795397,3.69469,0.52335,8780465,NaN,0,36.1314,206,8780459,-79.0462,3600,0.2,0.06,0.12,-9999,1,0,0.002,8780457,6.15782,18.4735
1973297,1973298,170.63,1616394,4.00637,0.504981,8780461,NaN,0,36.1378,3012,8780457,-79.0335,3600,0.2,0.06,0.12,-9999,1,0,0.004,8780443,6.67729,20.0319
1906727,1906728,195.3,1320040,2.18604,0.659698,0,NaN,0,36.1405,2179,8780455,-79.1829,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780467,3.6434,10.9302
1943197,1943198,168.28,789380,1.28319,0.834487,8780809,NaN,0,36.1405,392,8780453,-79.0204,3600,0.2,0.06,0.12,-9999,1,0,0.021,8780443,2.13864,6.41593
1943196,1943197,187.78,852540,2.39383,0.633793,8780449,NaN,0,36.1435,1348,8780451,-79.1482,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780473,3.98971,11.9691
1906726,1906727,210.7,1291332,2.20441,0.657268,0,NaN,0,36.1468,2056,8780449,-79.1333,3600,0.2,0.06,0.12,-9999,1,0,0.012,8780451,3.67401,11.022
1985140,1985141,188.33,1617418,4.37839,0.485581,8780417,NaN,0,36.152,3279,8780447,-79.1755,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780467,7.29731,21.8919
1985139,1985140,183.63,1631091,4.37807,0.485597,8780749,NaN,0,36.145,867,8780445,-79.1533,3600,0.2,0.055,0.11,-9999,3,0,7.00E-03,8780473,7.29678,21.8903
1980228,1980229,159.98,843750,4.15216,0.49708,8780457,NaN,0,36.1489,1819,8780443,-79.0166,3600,0.2,0.06,0.12,-9999,2,0,0.005,8780435,6.92026,20.7608
1906725,1906726,186.86,1265757,1.96181,0.691961,0,NaN,0,36.1497,2155,8780441,-79.0624,3600,0.2,0.06,0.12,-9999,1,0,0.011,8780431,3.26968,9.80903
2002113,2002114,147.88,1234518,6.66441,0.403432,8777305,NaN,0,36.1528,282,8780439,-79.0001,3600,0.2,0.055,0.11,-9999,3,0,0.002,8778371,11.1074,33.3221
1943195,1943196,198.64,789379,1.28895,0.832839,8780807,NaN,0,36.1563,300,8780437,-79.1372,3600,0.2,0.06,0.12,-9999,1,0,0.032,8780737,2.14825,6.44474
1997987,1997988,150.65,1233489,6.54118,0.406767,8780443,NaN,0,36.1553,1354,8780435,-79.0062,3600,0.2,0.055,0.11,-9999,3,0,1.00E-05,8779003,10.902,32.7059
1991801,1991802,176.9,545052,5.23285,0.448853,8780413,NaN,0,36.1617,4069,8780433,-79.0677,3600,0.2,0.055,0.11,-9999,3,0,0.003,8780431,8.72142,26.1643
1994210,1994211,165.09,659802,5.44597,0.441017,8780441,NaN,0,36.1605,3111,8780431,-79.0454,3600,0.2,0.055,0.11,-9999,3,0,0.002,8780429,9.07662,27.2299
1996226,1996227,159.56,1640028,5.86503,0.426827,8780431,NaN,0,36.1596,3667,8780429,-79.0247,3600,0.2,0.055,0.11,-9999,3,0,2.00E-03,8780435,9.77505,29.3251
1906724,1906725,203.22,1335262,1.70318,0.736492,0,NaN,0,36.1575,1696,8780427,-79.0939,3600,0.2,0.06,0.12,-9999,1,0,0.011,8780413,2.83863,8.51589
1906723,1906724,208.45,1297781,2.02909,0.681743,0,NaN,0,36.168,2659,8780425,-79.1617,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780743,3.38181,10.1454
1906722,1906723,200.92,1232774,2.04653,0.679173,0,NaN,0,36.171,2287,8780423,-79.1502,3600,0.2,0.06,0.12,-9999,1,0,0.006,8780741,3.41089,10.2327
1943194,1943195,174.98,876789,2.42651,0.630013,8780403,NaN,0,36.1662,1788,8780421,-79.0415,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780429,4.04418,12.1325
1906721,1906722,190.99,1232773,2.46146,0.62605,0,NaN,0,36.1647,1979,8780419,-79.1117,3600,0.2,0.06,0.12,-9999,1,0,0.004,8780405,4.10244,12.3073
1980227,1980228,195.32,843749,3.92143,0.509778,8780401,NaN,0,36.17,2318,8780417,-79.1894,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780447,6.53572,19.6071
1906720,1906721,207.89,1232772,1.81157,0.716716,0,NaN,0,36.1707,2146,8780415,-79.1787,3600,0.2,0.06,0.12,-9999,1,0,0.01,8780447,3.01928,9.05783
1943193,1943194,185.69,789378,2.11534,0.669336,8780427,NaN,0,36.1649,1584,8780413,-79.0812,3600,0.2,0.06,0.12,-9999,1,0,0.006,8780433,3.52557,10.5767
1943192,1943193,203.06,865865,3.6166,0.528306,8780357,NaN,0,36.186,5262,8780411,-79.1472,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780739,6.02767,18.083
1988843,1988844,178.76,1591079,4.79462,0.466511,8780405,NaN,0,36.1732,1401,8780409,-79.0829,3600,0.2,0.055,0.11,-9999,3,0,0.001,8780433,7.99103,23.9731
1943191,1943192,210.96,852539,2.53326,0.618159,8780803,NaN,0,36.1749,3381,8780407,-79.1223,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780405,4.22211,12.6663
1962682,1962683,183.89,842910,3.4534,0.539179,8780419,NaN,0,36.1748,1828,8780405,-79.0967,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780409,5.75567,17.267
1906719,1906720,188.94,1318785,1.7604,0.725832,0,NaN,0,36.178,1349,8780403,-79.0497,3600,0.2,0.06,0.12,-9999,1,0,0.012,8780421,2.93401,8.80202
1973296,1973297,195.32,1677765,3.41635,0.54175,8780393,NaN,0,36.1792,375,8780401,-79.1924,3600,0.2,0.06,0.12,-9999,2,0,1.00E-05,8780417,5.69392,17.0817
1943190,1943191,209.8,789377,1.73628,0.730264,8780805,NaN,0,36.1825,1353,8780399,-79.1843,3600,0.2,0.06,0.12,-9999,1,0,0.011,8780417,2.8938,8.6814
1985138,1985139,190.05,1590299,3.8972,0.511173,8780373,NaN,0,36.189,3672,8780397,-79.1004,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780409,6.49533,19.486
1988842,1988843,175.17,1639845,5.03175,0.45668,8780389,NaN,0,36.1785,4904,8780395,-79.0156,3600,0.2,0.06,0.12,-9999,2,0,0.002,8777219,8.38626,25.1588
1906718,1906719,213.38,1281859,2.3668,0.636976,0,NaN,0,36.1955,3546,8780393,-79.1964,3600,0.2,0.06,0.12,-9999,1,0,0.005,8780401,3.94466,11.834
1962681,1962682,203.77,826595,2.95003,0.577987,8780363,NaN,0,36.1919,2704,8780391,-79.189,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780401,4.91672,14.7502
1985137,1985138,175.17,1590298,0.813022,1.0206,0,NaN,0,36.1863,599,8780389,-79.0348,3600,0.2,0.06,0.12,-9999,1,0,1.00E-05,8780395,1.35504,4.06511
1985136,1985137,175.17,1650630,4.7661,0.46774,8780385,NaN,0,36.1873,382,8780387,-79.0338,3600,0.2,0.06,0.12,-9999,2,0,1.00E-05,8780395,7.94351,23.8305
1980226,1980227,175.78,799782,4.76211,0.467913,8780383,NaN,0,36.1901,442,8780385,-79.035,3600,0.2,0.06,0.12,-9999,2,0,0.001,8780387,7.93686,23.8106
1973295,1973296,178.23,1678360,4.67334,0.471814,8780375,NaN,0,36.1925,1648,8780383,-79.0433,3600,0.2,0.06,0.12,-9999,2,0,0.001,8780385,7.7889,23.3667
1906717,1906718,208.84,1265756,1.84817,0.710418,0,NaN,0,36.1963,1837,8780381,-79.1269,3600,0.2,0.06,0.12,-9999,1,0,0.01,8780369,3.08029,9.24086
1906716,1906717,190.48,1291331,1.69479,0.738098,0,NaN,0,36.198,1877,8780379,-79.0336,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780385,2.82465,8.47395
1906715,1906716,176.59,1334864,2.90428,0.581986,0,NaN,0,36.1957,1741,8780377,-79.0063,3600,0.2,0.06,0.12,-9999,1,0,0.004,8780851,4.84046,14.5214
1943189,1943190,197.31,879301,2.92686,0.580001,8780791,NaN,0,36.1952,3762,8780375,-79.0652,3600,0.2,0.06,0.12,-9999,1,0,0.005,8780383,4.8781,14.6343
1943188,1943189,195.24,789376,1.09427,0.895229,8780799,NaN,0,36.1955,179,8780373,-79.1167,3600,0.2,0.06,0.12,-9999,1,0,0.029,8780397,1.82378,5.47134
1980225,1980226,190.05,799781,2.9529,0.577739,8780369,NaN,0,36.1958,148,8780371,-79.1157,3600,0.2,0.06,0.12,-9999,2,0,1.00E-05,8780397,4.92151,14.7645
1973294,1973295,192.14,1587375,2.85292,0.586586,8780381,NaN,0,36.1984,636,8780369,-79.1181,3600,0.2,0.06,0.12,-9999,2,0,0.003,8780371,4.75486,14.2646
1943187,1943188,192.91,841703,1.31593,0.825262,8780797,NaN,0,36.1972,192,8780367,-79.1158,3600,0.2,0.06,0.12,-9999,1,0,1.50E-02,8780371,2.19322,6.57965
1962680,1962681,188.5,795396,4.07418,0.501255,8780347,NaN,0,36.2115,5119,8780365,-79.0557,3600,0.2,0.06,0.12,-9999,2,0,0.002,8780383,6.7903,20.3709
1943186,1943187,214.59,789375,1.5487,0.768042,8780801,NaN,0,36.2035,711,8780363,-79.1859,3600,0.2,0.06,0.12,-9999,1,0,0.015,8780391,2.58117,7.74352
1962679,1962680,201.13,842909,2.51787,0.619823,8780353,NaN,0,36.2073,1629,8780361,-79.122,3600,0.2,0.06,0.12,-9999,2,0,0.006,8780369,4.19646,12.5894
1943185,1943186,219.72,873815,2.17446,0.661245,8780795,NaN,0,36.2122,1859,8780359,-79.1893,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780391,3.6241,10.8723
1906714,1906715,207.86,1297780,1.71611,0.734039,0,NaN,0,36.209,906,8780357,-79.1566,3600,0.2,0.06,0.12,-9999,1,0,0.006,8780411,2.86018,8.58054
1906713,1906714,212.07,1265755,1.96231,0.691882,0,NaN,0,36.2111,1670,8780355,-79.1481,3600,0.2,0.06,0.12,-9999,1,0,0.006,8780411,3.27052,9.81157
1943184,1943185,204.62,789374,1.26082,0.840985,8780793,NaN,0,36.2087,372,8780353,-79.1311,3600,0.2,0.06,0.12,-9999,1,0,0.009,8780361,2.10137,6.30411
1943183,1943184,212.44,852538,1.82976,0.713564,8780789,NaN,0,36.2144,1377,8780351,-79.1285,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780361,3.04959,9.14878
1906712,1906713,211.76,1291330,1.85781,0.708789,0,NaN,0,36.2231,2159,8780349,-79.1094,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780347,3.09635,9.28906
1943182,1943183,195.01,870236,3.32466,0.548292,8780349,NaN,0,36.2227,2871,8780347,-79.0849,3600,0.2,0.06,0.12,-9999,2,0,0.002,8780365,5.5411,16.6233
1906711,1906712,202.88,1265754,1.70318,0.736492,0,NaN,0,36.2294,2253,8780345,-79.0776,3600,0.2,0.06,0.12,-9999,1,0,0.007,8780365,2.83863,8.51589
1906710,1906711,206.91,1232771,2.40225,0.632812,0,NaN,0,36.2347,2744,8780343,-79.1037,3600,0.2,0.06,0.12,-9999,1,0,0.005,8780347,4.00375,12.0112
1906709,1906710,184.94,1232770,2.65301,0.605691,0,NaN,0,36.2349,2169,8780341,-79.0552,3600,0.2,0.06,0.12,-9999,1,0,0.004,8780719,4.42168,13.265
1906708,1906709,201.57,1232769,1.86063,0.708316,0,NaN,0,36.2438,1786,8780339,-79.0742,3600,0.2,0.06,0.12,-9999,1,0,0.01,8780337,3.10105,9.30315
1943181,1943182,184.98,789373,2.39796,0.633311,8780339,NaN,0,36.2466,1663,8780337,-79.0566,3600,0.2,0.06,0.12,-9999,1,0,0.005,8780719,3.9966,11.9898
1943180,1943181,195.35,789372,2.19587,0.658393,8780721,NaN,0,36.2585,1498,8780335,-79.0873,3600,0.2,0.06,0.12,-9999,1,0,0.008,8780315,3.65979,10.9794
